kommun,tmean,tmax,tmin,humidity
1427,-40.42857143,-20,-60.21428571,86.35251323
1430,-47.57142857,-27.28571429,-68.71428571,88.56216931
1435,-33.28571429,-12.71428571,-51.71428571,84.14285714
1438,-48.13095238,-24.80952381,-69.72619048,89.96825397
1439,-43.68055556,-20.61640212,-62.31415344,91.57539683
1440,-34.57142857,-12.54285714,-50.75714286,88.14285714
1441,-36.61828571,-14.75171429,-53.96028571,86.76190476
1442,-43.9352381,-21.80206349,-61.12587302,90.44047619
1443,-40.52,-18.35857143,-58.04428571,89.23809524
1444,-40.91104762,-19.31915079,-57.47343651,90.21428571
1445,-43.41238095,-21.59575397,-60.46242063,88.71428571
1446,-28.85714286,-14.71428571,-49,95.21428571
1447,-47.96428571,-28.46428571,-66.61904762,95.57142857
1452,-46.25214286,-22.62251701,-66.21027211,91.7797619
1460,-49.23809524,-24.23809524,-70.19047619,92.04761905
1461,-34.85714286,-10.42857143,-49.28571429,92.14285714
1462,-36.42857143,-14,-52.14285714,92.14285714
1463,-31.36571429,-8.958095238,-47.55809524,88.04761905
1465,-39.72671429,-15.81372789,-58.18678912,90.06190476
1466,-45.84095238,-23.74813492,-63.04337302,90.67857143
1470,-43.57142857,-23.28571429,-60.42857143,89.28571429
1471,-44.56547619,-25.13095238,-61.10119048,90.71428571
1472,-39.92162698,-21.52763605,-59.11975624,93.5047619
1473,-38.85714286,-21.57142857,-56.61904762,93.76809524
1480,-23,-1.714285714,-38.57142857,84.14285714
1481,-26.05571429,-4.846666667,-41.88952381,85.01190476
1482,-29.71428571,-7.857142857,-45.35714286,88.14285714
1484,-43.19047619,-22.28042328,-62.71164021,88.60930335
1485,-41.57142857,-19.55555556,-59.20634921,90.91322751
1486,-30.85714286,-11.57142857,-45.28571429,84.57142857
1487,-40.71428571,-17.38095238,-56.76190476,92.14285714
1488,-38.14285714,-15.42857143,-54.57142857,89.91666667
1489,-45.57142857,-23.71428571,-63.14285714,88.14285714
1490,-45.71428571,-23.33333333,-62.19047619,95.42857143
1491,-50.14285714,-26.57142857,-68.42857143,91.87003968
1492,-44.84126984,-20.65079365,-64.15873016,91.49206349
1493,-42.71428571,-25.57142857,-57.85714286,93.14285714
1494,-38.71428571,-18.9047619,-55.14285714,90.71428571
1495,-51.83333333,-31.61904762,-68.4047619,90
1496,-45,-24.42857143,-63,91.40714286
1497,-46.97222222,-25.3962585,-67.85997732,93.89285714
1498,-60.85714286,-33.57142857,-84.28571429,91.72666667
1499,-49.95176871,-27.36003482,-68.72339731,89.28571429
